contentId	titleName	versionFileUri
HP0082-PPSA02448_00-BALANWW5AS000002	BALAN WONDERWORLD Demo	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02448_00/1041c14f-7b80-4a77-9128-6b64c08b356f-version.xml
UP0082-PPSA02446_00-BALANWW5A0000002	BALAN WONDERWORLD Demo	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02446_00/87adef14-a8ed-4808-b379-d2ff325b841e-version.xml
UP0700-PPSA02396_00-BO2PS50000000000	MOBILE SUIT GUNDAM BATTLE OPERATION 2	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02396_00/e38e3178-fc7d-4c2c-85dc-a729cd87dcb0-version.xml
EP0002-PPSA02051_00-CODCWTHEGAME0001	Call of Duty®: Black Ops Cold War	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02051_00/a2111c8c-53a9-463e-b1a4-1d0dbd83853a-version.xml
EP4040-PPSA01951_00-CONTROLUEPS50000	Control Ultimate Edition	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01951_00/708b12d3-6dfb-41f4-ac73-2d0d4a4567b7-version.xml
EP4008-PPSA02113_00-WTASIEE000000000	Werewolf: The Apocalypse - Earthblood	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02113_00/3a0ba12e-7268-4855-b927-2113c5013fe9-version.xml
UP2373-PPSA02408_00-THEPEDESTRIAN001	The Pedestrian	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02408_00/5e676af7-d083-45ee-bbd8-df96149e03c6-version.xml
UP2200-PPSA01882_00-CYBERSHADOW00001	Cyber Shadow	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01882_00/44c99ec9-4189-455b-8331-0d04db1a9a01-version.xml
EP9000-PPSA02486_00-NIOH2CE000000000	Nioh 2 Remastered - The Complete Edition	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02486_00/c499346c-5a07-43e3-8833-3fcc0dc8012b-version.xml
EP9000-PPSA02482_00-NIOHCEPS50000000	Nioh Remastered - The Complete Edition	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02482_00/e94966d1-1152-4cae-9583-4f8a1b93704b-version.xml
EP9000-PPSA02630_00-DALLSTARSPLUS001	Destruction AllStars™	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02630_00/c0e70fa8-711a-4210-bfbe-1d6c1f466daa-version.xml
UP4040-PPSA01949_00-CONTROLUEPS50000	Control Ultimate Edition	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01949_00/57b8e89e-668b-46cc-8182-8189370d26ac-version.xml
JP9000-PPSA02713_00-DALLSTARSPLUS001	Destruction AllStars™	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02713_00/c0189306-410f-458d-9773-904af12faec9-version.xml
HP9000-PPSA02714_00-DALLSTARSPLUS001	Destruction AllStars™	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02714_00/17a25d3b-edfe-4150-ba40-b6b5d402cd0c-version.xml
JP0507-PPSA01954_00-CONTROLUEPS50000	Control Ultimate Edition	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01954_00/fd61b590-e639-47bf-9c9a-3d21e339f923-version.xml
